GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",39235,7041
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",46156,5587
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",22031,12968
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",34167,9846
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",33790,4346
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",50994,12091
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",31848,10937
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",51117,9291
1400000US36047042300,36047042300,"Census Tract 423, Kings County, New York",37783,9509
1400000US36047042400,36047042400,"Census Tract 424, Kings County, New York",39583,10790
1400000US36047042500,36047042500,"Census Tract 425, Kings County, New York",37868,7850
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",44315,5746
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",37450,9759
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",41490,12800
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",39282,8844
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",42679,11579
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",24936,4410
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",46435,9132
